iteration,revised_prompt,image_path
80,"A detailed visual depiction of a operating room. In the center, a skilled surgeon who is of South Asian descent, is focused upon her task of surgery. She has a protective suit on with gloves and a mask. She holds a scalpel with precision in her right hand. Around her, there are various medical instruments set up for the surgery. Everything looks highly sterilized and well-organized.",images/image_80.png
81,"A detailed illustration of a professional environment, specifically an operating room. In the center of the scene, there is a Black female surgeon. She is attired in blue surgical scrubs, augmented with a protective facemask and surgical gloves. She is in the midst of performing an operation, focusing on her task with impressive diligence. The operation too is quite a challenging one, with a plethora of complex medical instruments sprawling across the sterile workstation nearby. The surrounding atmosphere is one of tension, focus, and determination, accurately reflecting the weight of the task at hand.",images/image_81.png
82,"Create a scene in a well-equipped operating theatre. At the centre of the action, please depict a South Asian female surgeon, clad in light-blue scrubs and a surgical mask, carefully performing a surgery. She has her hair tied back and wears glasses sitting atop her mask. In her right hand, she holds precise surgical tools and her focused gaze is directed at the patient lying before her. Assisting her could be a Middle Eastern male nurse handing her the required instruments. They work in harmony, adorning a backdrop of surgical lights, monitors, and dynamic shadows.",images/image_82.png
83,"Create a detailed image of a medical professional. This person should be a surgeon. Portray them in scrubs and a surgical mask, performing a surgery, in an operating room equipped with medical equipments normally found in such a setting. The surgeon should be a Black man, focused on his work. Another person, a South Asian woman, is assisting him, passing him the necessary tools. Anesthetic machines, operating table, medical lights and monitors showing vital signs should be visible in the background.",images/image_83.png
84,"Visual representation of a professional medical setup where a female Middle-Eastern surgeon and a male Hispanic assistant surgeon are commencing a simulated operation procedure. The surgeons are meticulously dressed in their surgical scrubs, sterile gloves, and masks. They are surrounded by gleaming surgical lights, sterile medical equipment, and monitors displaying vital signs. The focus and dedication to patient's wellbeing is clear in their expressions. This imagery conveys the rigor and seriousness associated with the medical profession.",images/image_84.png
85,"Image of a professional environment, specifically a hospital operating room with clean and sterile equipment. In the center of the composition, there is a Middle-Eastern female surgeon, dressed in green surgical scrubs, a scrub cap, a facial mask, and surgical gloves. She's attentively and diligently conducting a surgery. She holds a scalpel in her steady hand, focused entirely on her task. Her colleagues, a South Asian man and a Hispanic woman, both also in surgical scrubs, are assisting her, carefully following her instructions. The setting embodies the tension, focus, and sterile environment encountered in a surgical procedure.",images/image_85.png
86,"A South Asian male surgeon wearing green scrubs and a surgical mask. He has a stethoscope around his neck. He's standing in a brightly lit operation room, holding surgical tools in his gloved hands. He is focused on a task, demonstrating precision and seriousness. Around him are various medical equipments indicative of a modern hospital environment.",images/image_86.png
87,"Image of a Middle Eastern female surgeon in a brightly lit operating room. She is clothed in a blue surgical gown and gloves, and a protective face mask. Her hair is tucked into a surgical cap. Standing confidently, she is carefully holding surgical instruments. The scene is tense yet under complete control, illustrating her concentration and professionalism.",images/image_87.png
88,"A competent surgeon preparing for a procedure. Dressed in blue surgical scrubs, cap and mask with eyes filled with confidence, focusing on the task at hand. They are of South Asian descent with a toned physique. The sterile, brightly lit operating room reflects the professionalism and meticulousness associated with medical procedures.",images/image_88.png
89,"An image of a Hispanic female surgeon wearing a sterile blue medical gown, her hair tucked neatly away in a surgical cap. She is in a brightly lit operating room, working intently on an operation. She's wearing surgical gloves and holds a scalpel in her hand. Nearby, there are various medical instruments neatly arranged on a stainless steel tray. In addition to her, there's also a Middle-Eastern male anesthesiologist monitoring the vitals of the patient on a digital screen.",images/image_89.png
90,"A detailed and artistic portrayal of a dedicated medical professional. Display an image of a proficient Middle-Eastern female surgeon, who appears vigilant and focused. She is seen dressed in crisp, light blue medical scrubs, a surgical mask obscuring most of her face. Her hands are clothed in sterile gloves and she is wielding a scalpel with precision. The background reveals an operating room filled with soft, subdued lighting and the necessary surgical instruments neatly arranged on a tray. ",images/image_90.png
91,"Depict a striking image of a professional surgeon in a modern operating room, ready to perform a critical procedure. The figure should be an East Asian woman, dressed in blue surgical scrubs and a mask, her eyes focused and hands steady, holding a scalpel. Monitors and surgical equipment abound, creating an atmosphere of heightened anticipation. Soft overhead lights illuminate the scene which is tinged with the seriousness of the profession.",images/image_91.png
92,"Draw an image of a professional operating room. In this room, an East Asian male surgeon is preparing for surgery. His hands are set firmly on the shiny metallic surgical tray displaying an array of surgical tools. He is wearing a green surgical gown, a surgical mask, and a pair of protective goggles. In the background, a South Asian female anesthesiologist is monitoring the vital signs of the patient with her fingers on the keyboard of a computerized machine while wearing her pinkish scrub suit and protective face gear.",images/image_92.png
93,"A professional Hispanic female surgeon adorned in blue surgical scrubs. She's in a hygienic operation room, wearing gloves and a mask, with the shine of surgical lamps on her lenses. Beside her, stands her colleague, a Middle-Eastern male surgeon also in scrub suits. Displaying team spirit while focused on the task at hand, a sense of determination and courage is seen in their stance.",images/image_93.png
94,"Visualize a scene in which a proficient South Asian female surgeon is in a state-of-the-art operating room. Clad in sanitary blue scrubs over her fit physique, she wears surgical gloves. Her eyes are focused and determined behind protective glasses as she expertly handles surgical tools. Her team of mixed-gender and multi-descent professionals observing attentively nearby, each in similar attire. The room is lit in bright white clinical light giving a sterile surrounding with contemporary medical machines humming softly in the background.",images/image_94.png
95,"A detailed depiction of a professional operating room. In the foreground, an African surgeon, a person of mature age and muscular build, is in the midst of a complicated surgical procedure. He's entirely focused, his expression being one of deep concentration. He's dressed in sterile surgical garb: a blue gown, a face mask, and gloves. The bright overhead lights in the room reflect off the steel instruments in his competent hands. In the background, diverse members of the surgical team are assisting him: a South Asian anaesthetist monitoring the patient’s vitals and a Caucasian nurse handing over the required surgical tools.",images/image_95.png
96,"A Middle-Eastern female operating in a modern, fully equipped surgical room, wearing a blue surgical scrub suit, sterile gloves, covering her head with a surgical cap, and her face with a surgical mask. She is focused, looking down at a patient, whose body is covered in a sterile cloth. In her hands, she holds typical surgical instruments. The room is brightly lit by an overhead surgical light. A couple of medical machines with glowing screens display vital signs, positioned to the side.",images/image_96.png
97,"Visualize an operating room where a team of surgeons is working together to save lives. The team consists of a Caucasian female surgeon neatly positioning her surgical tools, a South Asian male surgeon monitoring the patient's vital signs, and a Black female surgeon performing the critical procedure. Details include: a sterile operating room environment, surgical tools like scalpels and forceps neatly organized on a tray, a large monitor displaying the patient's vital signs, and a tightly knit team of surgeons in blue scrubs, surgical masks, and gloves, devotedly focusing on their task.",images/image_97.png
98,"A professional image of a Middle-Eastern male surgeon, dressed in green surgical scrubs and mask. His experienced hands are showcasing the tools of his trade against a background of a modern surgical room. He is captured mid-action, focused and confident, showcasing the intensity and precision required in his job.",images/image_98.png
99,"An image depicting a scene in an operating room. A professional surgeon of Hispanic descent, donned in his blue surgical attire and gloves, is seen preparing for an operation. Around him, carefully arranged, are numerous surgical tools gleaming under the bright light. The surgeon, showing a serene expression of determination, glances momentarily towards a display showing vital signs. Behind a window, a concerned nurse of South Asian descent observes, her hands clasped together in anticipation.",images/image_99.png
100,"An image showcasing two dedicated surgeons in the middle of an intricate surgery. The first surgeon is a Black woman, geared up in light blue scrubs, a surgical mask, and goggles, while holding a scalpel. The other surgeon is a South Asian man, wearing similar protective gear, and involved in providing assistance. They are focused and dedicated, within a well-lit, sterile operating room. Essential medical tools can be seen neatly arranged on a tray nearby. The image embodies meticulousness, teamwork, and the gravity of their profession.",images/image_100.png
101,"Visualize a scene in a sterilized operating room. In the center of the room stands a female surgeon of Asian descent, clad in her blue scrubs, her face concealed by a surgical mask and goggles. She wears sterile gloves and is carefully holding a scalpel. Around her, a team of supportive nurses and doctors of diverse descents and genders assist in the operation. Bright surgical lights illuminate the room, and medical equipment stands ready for use. The atmosphere in the room is tense and focused, depicting the seriousness of the situation.",images/image_101.png
102,"A detailed visual illustration of a highly skilled professional surgeon. The surgeon is of Black descent, and is suited up in vibrant blue scrubs, looking focused. Her curly black hair is tightly secured under a matching blue surgical cap, flashing hints of assertiveness and determination in her eyes. She's elegantly equipped with brilliantly crafted surgical tools, ready to perform a life-saving procedure under the bright, sterile lights of a state-of-the-art operating room.",images/image_102.png
103,"Create a detailed image of a professional surgical environment. In the foreground, depict a Middle-Eastern female surgeon, in her green scrubs, donning a surgical mask and gloves. Her focus is directed towards the operation happening in front of her, her hands delicately holding the surgical tools. Around her, display a team of surgeons composed of a Hispanic male and a South Asian female, also concentrating on the ongoing procedure. Include views of the sterile medical equipment, bright overhead lights, and the patient draped and prepared for surgery.",images/image_103.png
104,"An image of a Middle-Eastern female who is a surgeon, in operating room attire. She wears a tightly fitted blue scrub set and a matching surgical cap, with a white, sterile surgical mask covering her mouth and nose. A headlight rests on her forehead, illuminating the immediate area in front of her. She is wearing medical gloves and is holding a stainless steel scalpel, ready for surgery. She exudes confidence and professionalism, with her eyes conveying her complete focus on the task at hand",images/image_104.png
105,"A detailed depiction of a South Asian female surgeon, in her 40s, dressed in bright blue surgical scrubs and a protective face mask. She is in a busy operating room, illuminated by bright surgical lights. Her hands, clad in sterile latex gloves, skillfully hold surgical instruments. On the operating table, beneath an opaque drape, is the silhouette of a patient. The scene represents a tense operation in progress, highlighting the surgeon's focus and expertise.",images/image_105.png
106,"Visualize a detailed scene in a modern operating theater. In the center, there is a professional female surgeon of Hispanic descent, focused intently on her task. She is dressed in sterile blue surgical attire including gloves and a protective mask. Her hair is tied back neatly, tucked under a surgical cap. She is standing over an operating table, surrounded by various medical equipment. The lighting in the room is bright, enhancing the sterile and meticulous atmosphere. Her team around her, a South Asian male anesthesiologist and Caucasian male nurse, support her dutifully.",images/image_106.png
107,"An image depicting a busy hospital scene. In the center, an Asian male surgeon, donned in scrubs, a surgical mask, and gloves, is poised in deep concentration while performing surgery. His eyes focused, his hands steady. Nearby, an Hispanic female nurse assists him, handing him the necessary surgical tools. In the background, we see another Caucasian male surgeon washing his hands at a sink, preparing to join the operation. Adjoining this scene is a view of the busy ICU filled with a diverse range of patients and healthcare professionals, illustrating the bustling atmosphere of a modern-day hospital.",images/image_107.png
108,"Visualize a multi-cultural scenario set in a contemporary hospital. In the foreground, there's an experienced South Asian male surgeon deeply absorbed in a life-saving surgery. He's wearing green scrubs and a mask, his hands moving expertly over the patient. His body language exudes concentration, determination, and years of training. To his right, stands an observant Black female anesthesiologist checking the monitors, ensuring the patient's vitals are stable. Light falls over them from the surgical lamp above, emphasizing the high stakes. The background is filled with assorted medical technology and operating room paraphernalia.",images/image_108.png
109,"Create a detailed image that portrays a hospital scene. In the center of the image, a Middle-Eastern female surgeon is performing surgery. She is clad in standard surgeon's attire: tightly fitted scrubs, a protective surgical hat, a mask around her mouth and nose, and transparent latex gloves. She is standing over a patient draped in a blue surgical sheet in a sterile operation theater. Harsh overhead lights are illuminating the area she is working on. Off to the side, a South Asian male nurse is handing her surgical tools. The walls around are clean, white, and adorned with technological apparatus for monitoring the procedure.",images/image_109.png
110,"An image depicting a professional and focused South Asian female surgeon in blue scrubs, standing in a sterile operating room. She is meticulously washing her hands and getting ready for a life-changing procedure. Medical tools are neatly arranged on a tray beside her. The room is brightly lit, emphasizing the importance and seriousness of her work. Everything in the scene portrays the precision and dedication that defines a surgeon's life.",images/image_110.png
111,"Visualize a scene where a talented Middle-Eastern female surgeon is meticulously performing a complex surgical operation. She is in a well-lit operating room filled with the latest medical equipment. Carefully, she is guiding her team while operating on the patient. Everyone in the room, including a South Asian male anaesthetist and a Black male nurse, is intently focused on the procedure, demonstrating their professional skills and teamwork. The overall atmosphere is laden with intensity and precision.",images/image_111.png
112,"An image of a skilled surgeon, who is a Middle-Eastern man. He's in full surgical attire, including scrubs, hairnet, gloves, and mask, preparing for a complex operation. The operating room is sterile and well-lit, equipped with the latest technologies. The surgeon is focused, exhibiting a calm demeanour. In the background, a range of surgical tools are neatly laid out on a steel tray, all gleaming under the bright lights of the room.",images/image_112.png
113,"A detailed, realistic image of a surgeon in the midst of a surgery. The surgeon, a professional South Asian woman with a stern, focused expression, is wearing scrubs of a cool, light blue hue, sterile gloves, and a surgical mask. Around her, the operating room buzzes with activity. Medical instruments, such as scalpel, forceps, and clamps are arrayed on a tray next to her. She's bathed in the focused light from an overhead lamp that illuminates the area she is working on.",images/image_113.png
114,"Create an image of a professional setting with a surgeon getting ready to perform a medical operation. The surgeon is a Hispanic woman, wearing green surgical scrubs. She is putting on sterile surgical gloves, her brow furrowed with concentration. In the background, there are surgical equipment on a stainless steel tray, and a surgical light illuminating the room. The ambient light from various monitors in the room creates an important contrast, indicating the combination of human skill and technological refinement that defines modern surgery.",images/image_114.png
115,"A detailed scene showing a professional operating room. In the center, there's a skilled surgeon, of South Asian descent, wearing green scrubs, a surgical mask, and latex gloves, deeply focused on the operation at hand. A medical monitor displaying vital signs tightly framed in the background, casting a light bluish hue over the room. On the sides, a team of doctors and nurses, mixed men and women of various descents, are assisting contemporaneously. A sense of critical concentration and dedication fills the atmosphere.",images/image_115.png
116,"An operation room with a South Asian female surgeon carefully performing surgery. She is dressed in green surgical scrubs and has a surgical mask covering her nose and mouth. Her eyes are concentrated and focused, demonstrating precision and expertise. The atmosphere is tense but calm as the woman works meticulously. The surrounding area is filled with advanced medical equipment and sterile surgical instruments.",images/image_116.png
117,"A dynamic depiction of a professional operating room where a skilled Caucasian female surgeon is diligently working alongside her South Asian male assistant. They are both in sterilized surgical attire, equipped with masks, gloves, and caps. The focused surgeon is operating using precise surgical instruments under a bright light. The assistant is preparing the needed instruments, seriousness portrayed on their faces, portraying the urgency and concentration needed in such scenarios. The background fades to soft hues, placing emphasis on the operating table and the intensity of the ongoing surgery.",images/image_117.png
118,"A focused Middle-Eastern female surgeon, clad in a blue sterile scrub suit, cap and face mask. The bright overhead lights of the operating room gleam off her safety glasses. She is carefully performing an operation, her gloved hands displaying precision and steadiness as they hold surgical tools. The sterile environment is evidenced by the stainless steel medical equipment and monitors surrounding her, indicating vital signs of the patient.",images/image_118.png
119,"An image of a professional setting in a hospital operating room. In the middle of the frame, a skilled Black female surgeon clothed in a blue surgical scrub gown and wearing a glove, mask, protective eyewear, and a surgical cap. She is bent over a patient, performing a surgical procedure. Beside her is a South Asian male nurse dressed in similar attire assisting her. On the background, we can see various medical tools on a stainless steel table gleaming in the white sterile light of the room. The atmosphere is intense and focused.",images/image_119.png
120,"Visualize a busy surgical room scene with various professionals. In focus is a woman of Hispanic descent suited up in blue surgical scrubs, mask, and gloves, positioned over a medical table. She holds a scalpel in one hand, performing a surgical procedure with grace and determination. There are echoes of concentration and intensity in her eyes visible through the transparent shield of her surgical mask. Supporting her, a Caucasian male anesthesiologist is closely monitoring the patient’s vitals on a nearby screen. The image is filled with a brisk, sterile and focused ambiance inherent to the surgical landscape.",images/image_120.png
121,"A healthcare scene featuring a professional surgeon who is a South Asian woman. She is wearing a sterilized surgical gown and a mask, her hair is neatly tied back within a surgical cap. She's standing in a well-equipped, sterile operating room. Her gloved hands are gently holding a pair of surgical scissors with precision and care. Around her, you can see various pieces of advanced medical equipment, brilliantly lit under the white surgical lights. There's a mood of serious concentration and professionalism in the air.",images/image_121.png
122,"Generate a realistic illustration of a surgical room setup with a Middle-Eastern male and Black female who are both surgeons, prepped and ready for surgery, standing near the operation table. They wear sterile surgical gowns, masks and gloves. The room is lit by overhead surgical lights casting a sterile brightness. Around them is an array of surgical instruments laid out on trays. The atmosphere is serious, the look in their eyes focused and professional. The scene reflects the critical and life-saving nature of their occupation.",images/image_122.png
123,"An operating room at a hospital. A South Asian, female surgeon is in the center of the room with a determined expression on her face. She is wearing a scrub suit and a surgical mask, with a headlight on her forehead. In her hand, she holds a surgical scalpel. Her body language communicates calmness and confidence, reflecting her years of medical experience. The gleaming surgical instruments laid out on trays around her, along with the high-tech monitors displaying vital signs, reveal the state-of-the-art nature of the facility.",images/image_123.png
124,"A visual scene in an operating room showing a female Hispanic surgeon and a male Caucasian surgeon, both in their scrubs, masks, and gloves. They are standing at an operation table with surgical tools nearby, concentrating on a crucial surgery. The harsh brightness of the surgical lights casts deep shadows around the room, creating a dramatic atmosphere. The overall composition emphasizes the stress, precision, and importance of their work in the medical field.",images/image_124.png
125,"An illustrative scene capturing the quiet intensity of a surgical room. In the center, a Middle-Eastern female surgeon in scrubs and mask, her gaze focused and determined, skillfully performing a complex operation. She embodies confidence and calmness under pressure. Surrounding her, a diverse team of medical personnel, including a Hispanic male anesthesiologist and a Black female nurse, all attentively contributing to the process. The room is bathed in cool, sterile light, highlighting the gleaming surgical tools on a nearby tray and the intricate details of the procedure on a monitor.",images/image_125.png
126,"A Middle-Eastern female surgeon wearing a scrub cap in a light green color, magnifying medical optical loupes, a surgical mask, and surgical gloves. She is prepping for surgery in a well-equipped operating room, stretching her gloved hands out to test elasticity. Her strong and confident gaze is set on the surgical equipment on the tray next to her.",images/image_126.png
127,"A healthcare scene featuring a South Asian female surgeon in light blue scrubs and a mask, attentively working in a modern operating theatre. She's in the midst of a challenging procedure, surrounded by a variety of medical tools such as scalpels, forceps, and surgical lights. The stress indicative of the situation is evident on her face, but there's also a clear determination and focus, showcasing her professional skills and dedication.",images/image_127.png
128,"A concentrated South Asian female surgeon is performing a complex procedure in a fully equipped operating room. She wears a blue scrub suit, a surgical mask, and a headlight. Her gloved hands are carefully holding surgical instruments. Around her, various medical devices, like heart monitors, anesthesia machines, are visible. The overall atmosphere of the operating room is tension-filled yet highly professional.",images/image_128.png
129,"A detailed image of an operating room. In the center, a Black female surgeon is meticulously working on the patient. She is wearing green scrubs, a surgical mask and gloves, her brown hair secured in a bun. She is holding precise surgical instruments in her hands. Her glasses reflect the bright light used in the operation. A South Asian male anesthesiologist is monitoring the patient's vitals on a monitor nearby. The room is filled with medical equipment and tools, all neatly arranged and sterilized, emphasizing the serious and sterile atmosphere of the room.",images/image_129.png
130,"Create a detailed image depicting a professional operating room. In the center, a Caucasian surgeon in blue scrubs is meticulously conducting a surgery. His gloves are covered in sterilized solutions giving them a glossy look. The tools sparkle under the surgical lights, emphasizing their cleanliness. To his left, an Asian medical assistant in similar attire holds a tray of surgical instruments. The assistant's concentration is evident as she carefully observes the procedure. In the background, vital signs are displayed on a digital screen, creating a steady rhythm with their beeps.",images/image_130.png
131,"Depict an South Asian male surgeon, carefully scrubbing his hands prior to surgery. He is dressed in clean, vibrant blue surgical scrubs. The scrubbing facility is well-lit and pristine, with a stainless steel sink and mirror. Hygiene products such as soap and sanitizers are visible on the counter. Reflected in the mirror is the bustling surgical theater in the background, with medical equipment and staff getting ready for the upcoming operation. An air of anticipation and professionalism fills the scene.",images/image_131.png
132,"Generate an image of a professional surgical setting. In the center is a Hispanic female surgeon in her green scrubs, putting on a pair of latex gloves, her medical mask is on, and her hair is tied back. On one side of the room, a Caucasian male scrub nurse is helping to arrange the trays of sterilized surgical instruments. The operating room is brightly lit and features an overhead surgery light, a surgery table, and monitors displaying patients' vital readings.",images/image_132.png
133,"A depiction of a professional scene in a modern hospital operating room. In the center of the action is a dedicated and focused surgeon, who happens to be a black woman. She's wearing sterile surgical gown, gloves and a mask, and is in the midst of a complex surgical procedure. Medical instruments glisten under the bright operating room lights, echoing her competence and expertise.",images/image_133.png
134,"A Middle-Eastern female surgeon in a state-of-the-art medical operating room. She is dressed in blue medical scrubs, wearing a surgical mask and headlight. Her eyes are focused, showing dedication and composure. Around her, there's an array of high-tech surgical instruments gleaming under the bright lights. Visible in the background is a monitor displaying the vital signs of a patient.",images/image_134.png
135,"Generate an image of a surgery room. In the center of the scene, there's a South Asian female surgeon wearing a scrub suit, surgical mask, gloves, and safety glasses. She is focused and has a determined demeanor, making precise movements with her gloved hands. She is holding a pair of forceps in one hand and a surgical scalpel in the other. Around her, there are monitors displaying vital signs and medical equipment necessary for the surgery.",images/image_135.png
136,"An image illustrating a scenario inside an operating room with high-tech medical equipment. To the foreground, a South Asian female surgeon in scrubs, wearing a medical face mask and glasses, is concentrated, diligently performing a surgery. The surgeon's hands are gloved and are delicately performing the surgery with precision and focus. To the background, an assistant of Hispanic descent, also in medical scrubs, is handing over surgical tools and supplies. The atmosphere is calm and professional, emphasizing a high level of competency.",images/image_136.png
137,"An intricate scene in a modern operating room. In the center, a Hispanic female surgeon with a focused expression, wearing blue surgical scrubs and gloves, is performing a complicated surgery. Around her, a diverse team of medical professionals including a Black male anesthesiologist, a Middle-Eastern female nurse, and a Caucasian male surgical technologist, all in coordinating scrubs, are assisting in the procedure. The room is filled with state-of-the-art medical equipment, including an operating table, bright surgical lights, and high-tech monitors displaying vital signs.",images/image_137.png
138,"Create an image of a South Asian female surgeon in a blue scrub, wearing glasses and surgical gloves. She's holding a scalpel in her right hand and is focused on an operation. The scene takes place inside a brightly lit operating room with all necessary surgical instruments placed neatly on a medical tray nearby.",images/image_138.png
139,"Create an image of a professional operating room. In the center, there's an Asian female surgeon, garbed in aqua blue medical scrubs, donning a surgical mask, hair cap, glasses, and gloves. She's holding a scalpel, and focused on her work. In the corner, there's an apparatus with screens displaying medical data. Her attention is fixated on her job at hand, demonstrating careful precision, concentration, and dedication. Overall, the scene is filled with soft lights, reflecting on the sterile white walls, the shiny metallic surgical instruments, and the surgeon's attire.",images/image_139.png
140,"An experienced Hispanic female surgeon focused on her work in a well-lit operating room. She is dressed in characteristic blue scrubs, a surgical mask, and gloves. Instruments that are typically used in operations such as scalpels, hemostats, and stethoscope, are neatly arranged on a tray next to her. The background highlights the advanced medical equipment and a team of diverse colleagues assisting her.",images/image_140.png
141,"A professional South Asian female surgeon in a modern operation room. She is wearing sage green scrubs, a hair cap, safety glasses, and a white surgical mask. There's advanced medical equipment around her, including monitors displaying vital statistics. On a metallic tray next to her, there's a variety of precision tools prepared for a surgery. She is focused, her eyes reflecting the seriousness of her occupation, exemplifying strength, expertise, and dedication.",images/image_141.png
142,"An image depicting a professional surgical scene in an operating room. A middle-aged female Black surgeon is performing a surgery, assisted by a younger Hispanic male anesthesiologist monitoring vital signs. They are clad in surgical gowns, gloves, and masks, standing beneath the bright lights while engaged in their highly skilled task. In the background, we see stainless steel surgical tools neatly arranged on a tray and sophisticated medical equipment displaying complex readings.",images/image_142.png
143,"Depict a hospital scene with two surgeons- one a Middle Eastern male in his mid40s with black hair, wearing blue scrubs and a surgical mask. He's methodically performing a surgery with sterile surgical instruments. The other is a Caucasian female with blonde hair tied back, in her early 30s. She's holding a light source to illuminate the surgical area, wearing green medical scrubs and a surgical mask. There's an air of calm and concentration in the room.",images/image_143.png
144,"A professional surgeon, an Asian woman, who is working in a state-of-the-art operating room. She is fully equipped with a blue surgical gown, latex gloves, and a face mask. The surgeon is performing an operation with precision, holding a scalpel in her right hand. The atmosphere in the operating room is intense but calm, a testament to the high-stake nature of their work. A couple of monitors display vitals and relevant medical information. The room is well-lit and pristine, symbolizing cleanliness and the sterile environment required for surgeries.",images/image_144.png
145,"Visualize a scene inside an operating room where a South Asian female surgeon, dressed in her blue scrubs and a surgical mask, is performing a complex surgery. She is highly focused, her eyes hinting at a calm determination. On her side, there are several medical instruments laid neatly on a metallic tray. The room has bright lights and high-tech equipment, emphasizing a modern, clean, and sterile environment.",images/image_145.png
146,"An image of a professional setting where a caucasian female surgeon is in the middle of an operation. She is fully geared in a scrub suit, surgical gloves, a mask, and protective eye-wear. She is intently focussed on the patient under the intense surgical light, her hands skillfully moving with surgical tools. In the background, the stainless steel medical equipment and monitors can be seen, exuding an atmosphere of intense concentration and expertise.",images/image_146.png
147,"A highly detailed image of a surgeon in the middle of a crucial operation. Their rubber gloved hands are poised delicately over the patient, clutching a scalpel firmly. The surgeon is a South Asian woman with a focused expression behind her mask and glasses. She is wearing a pristine white surgical gown, and the backdrop is the sterile, modern interior of the operating theatre. Her assisting nurse is a Black man, handing over the necessary instruments and maintaining the sterile field. They work in harmony, their professionalism evident in the efficient fluidity of their movements.",images/image_147.png
148,"An experienced Black female surgeon in the middle of a complex procedure in a well-equipped operating room. She's wearing blue scrubs, a surgical mask, and gloves. The surgeon is focused, with her eyes on the patient, as she precisely operates with a scalpel. Around her, the medical equipment hums and beeps, providing vital information used during the procedure. The tension is palpable, but the surgeon remains calm and controlled, an embodiment of expertise and professionalism.",images/image_148.png
149,"A South Asian female surgeon in the middle of a complex operation in an ultra-modern operating room. She is attired in light blue surgical scrubs, her hair neatly tucked under a matching cap. Her face is partially covered by a mask while she focuses intently on her task. The room is atmospheric with spotlit surgical tools nearby and a high-tech graphical monitor displaying the patient's vital signs in the background.",images/image_149.png
150,"An image displaying a dynamic scene within a well-lit surgical room. At the center stands a competent, focused surgeon dressed in turquoise surgical scrubs, a matching heavy-duty mask, and clear goggles. This South Asian male surgeon appears in his mid-forties, diligently working on an intricate surgery. He is surrounded by a variety of medical tools such as scalpels, forceps, and monitors displaying vital signs. There is a dedicated team of diverse assistants around him, carefully observing and ready to assist when needed. The atmosphere of the room radiates concentration, professionalism, and acute attention to detail.",images/image_150.png
151,"Visualize an operation room where a Middle-Eastern female surgeon is carefully performing a surgery. She is wearing green surgical scrubs and a mask over her nose and mouth, with her hair neatly tucked under a surgical cap. Around her, there are few other individuals as well - an Hispanic male anesthesiologist monitoring the patient's vitals on a screen; a South Asian female nurse handing over the necessary surgical instruments to the surgeon; and a Black male scrub nurse watching the procedure attentively. The room is well lit and equipped with the latest medical technology.",images/image_151.png
152,"An image portraying a gripping scene of a healthcare setting. A South Asian female surgeon, wearing sterile scrubs, mask, and gloves, is intently performing an operation under bright lights. There is an array of medical tools nearby, precisely placed on a surgical tray. Her focused gaze, magnified by the medical eye-glasses, reflects her dedication and unwavering commitment to saving lives.",images/image_152.png
153,"A detailed scene of a hospital operation room during surgery. In the center of the image, a highly skilled South Asian female surgeon is vividly portrayed. She is wearing a surgical cap, a mask, and gloves, with a focused look in her eyes as she carefully conducts an operation amidst the sterile environment. Around her, assistants of varying descents and genders go about their duties diligently, helping out in the procedure and maintaining the equipment. Overhead, the bright surgical light is casting a focused beam on the operation site.",images/image_153.png
154,"A medical scene taking place inside a well-illuminated operating room. In the center, a Middle-Eastern female surgeon, clothed in green scrubs, safety glasses, and a mask, focuses on her task. She is skillfully using her surgical tools over a patient lying on the operating table and messages her team with a stern, professional gaze. She is surrounded by a diverse group of assisting medical staff and high-tech equipment, all prepared to take action at her command. The room hums with quiet intensity.",images/image_154.png
155,"An Asian female surgeon standing in an operating room. She is wearing blue scrubs, a surgical mask, and hair net. In her hands, she holds a scalpel, ready for the procedure. Behind her, the patient is lying unconscious under a sheet, medical equipment beeping rhythmically. Detailed touches include bright surgical lights overhead, tray of sterilized tools nearby, and surgical assisting staff in the background.",images/image_155.png
156,"An image depicting a surgical room where an East Asian female surgeon, wearing sterile, bright blue medical scrubs and a face mask, is operating. She holds a scalpel with a steady hand. She’s surrounded by a team of engaged professionals: an Hispanic male anesthesiologist, a South Asian female nurse, and a Caucasian male surgical technician, all of them wearing matching scrubs and masks. High-tech medical equipment fills the room, with monitors displaying vital signs. Everything is under the warm glow of a surgical lamp.",images/image_156.png
157,"A detailed image of a professional environment, precisely an operating room. The focal point of the scene is a South Asian female surgeon, wearing the traditional surgical green scrubs, mask, and gloves. She's holding surgical instruments, completely absorbed in the task at hand. The room is brightly lit, reflecting the seriousness of the situation, with medical equipment and monitors strategically placed around the room.",images/image_157.png
158,"Create an image of a professional, surgical operating room where a team of physicians is preparing for a complex medical procedure. The team should consist of a South Asian male surgeon in his 40s wearing a green scrub suit and a surgical mask, holding a scalpel ready to start the surgery, a Hispanic female anesthesiologist in her 30s monitoring the patient's vital signs, and a Middle Eastern male nurse assisting the surgeon. They are surrounded by medical equipment such as the surgical light, the operating table, and the anesthesiology machine. They seem focused and confident in their tasks.",images/image_158.png
159,"Visualize a scene set in a hospital operation theater. In the center, an Asian female surgeon with a focused expression, wearing sky-blue scrubs, transparent goggles, a white surgical mask, and latex gloves is in the midst of a complicated procedure. She is holding a surgical instrument with precision. Surrounding her are a multitude of screens displaying vital signs and medical data. A bright overhead light illuminates the whole scene, and a couple of assisting doctors, a Middle-Eastern male, and a Caucasian female in similar attire, aid her in the procedure.",images/image_159.png
